# sample:  Sample (has multiple cells)																	
# cell:    Name of the cell.																	
# mapped:  Total number of reads seen																	
# suppl:   Supplementary, secondary or QC-failed reads (filtered out)"																	
# dupl:    Reads filtered out as PCR duplicates																	
# mapq:    Reads filtered out due to low mapping quality																	
# read2:   Reads filtered out as 2nd read of pair																	
# good:    Reads used for counting.																	
# pass1:   Enough coverage? If false, ignore all columns from now"																	
# nb_p:    Negative Binomial parameter p. Constant for one sample.																	
# nb_r:    Negative Binomial parameter r. We use NB(p,r/2) * NB(p,r/2) in WC states, but NB(p,(1-a)*r)*NB(p,a*r) in WW or CC states."																	
# nb_a:    Negative Binomial parameter a (alpha) used for zero expectation (see above).																	
# bam:     Bam file of this cell																	
sample	cell	StS_score	comments_unified	comments_ADS	final	medbin	mapped	suppl	dupl	mapq	read2	good	pass1	nb_p	nb_r	nb_a	bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20568	1	good	no_comments_made	1	35	2258484	1381	1034452	150261	535290	537100	1	0.0321146	1.22223	0.1	bam/HG03486x02PE20568.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20569	1	good	no_comments_made	1	8	516546	324	223514	34283	128981	129444	1	0.0321146	0.294749	0.1	bam/HG03486x02PE20569.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20570	0	wgs	wgs	0	0	30072	10	4592	1757	11830	11883	0	0	0	0	bam/HG03486x02PE20570.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20571	1	good	no_comments_made	1	19	1177699	751	507876	77733	295100	296239	1	0.0321146	0.674414	0.1	bam/HG03486x02PE20571.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20572	1	good	no_comments_made	1	38	2233882	1483	958229	147378	562262	564530	1	0.0321146	1.28451	0.1	bam/HG03486x02PE20572.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20573	0	low_Q	low_Q	0	6	450836	371	190149	26161	116929	117226	1	0.0321146	0.266442	0.1	bam/HG03486x02PE20573.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20574	0	under_BrdU	incompl_BrdU	0	15	1030809	482	488266	54951	243172	243938	1	0.0321146	0.556967	0.1	bam/HG03486x02PE20574.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20575	0	low_Q	low_Q	0	3	316603	209	136871	14143	82569	82811	1	0.0321146	0.189034	0.1	bam/HG03486x02PE20575.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20576	1	good	chr9_instability_(BFB?)	1	24	1541405	969	697640	99213	371185	372398	1	0.0321146	0.848051	0.1	bam/HG03486x02PE20576.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20577	1	good	no_comments_made	1	22	1352869	869	588305	92818	334819	336058	1	0.0321146	0.764694	0.1	bam/HG03486x02PE20577.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20578	1	good	no_comments_made	1	25	1563458	1052	697907	105594	378808	380097	1	0.0321146	0.86507	0.1	bam/HG03486x02PE20578.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20579	1	good	chr16_instability	1	27	1692108	1163	740531	115644	416588	418182	1	0.0321146	0.949348	0.1	bam/HG03486x02PE20579.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20580	1	good	no_comments_made	1	21	1279631	756	549109	80044	324349	325373	1	0.0321146	0.741611	0.1	bam/HG03486x02PE20580.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20581	0	under_BrdU	incompl_BrdU	0	23	1452365	836	643817	89667	358445	359600	1	0.0321146	0.819426	0.1	bam/HG03486x02PE20581.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20582	0	low_Q	low_Q	0	5	338217	229	154014	20402	81655	81917	1	0.0321146	0.186772	0.1	bam/HG03486x02PE20582.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20583	0	low_Q	low_Q	0	6	477599	330	215677	25538	117860	118194	1	0.0321146	0.269116	0.1	bam/HG03486x02PE20583.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20584	1	good	no_comments_made	1	33	1985440	1318	843383	136098	501364	503277	1	0.0321146	1.14482	0.1	bam/HG03486x02PE20584.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20585	1	good	no_comments_made	1	20	1283755	764	594374	82296	302623	303698	1	0.0321146	0.690876	0.1	bam/HG03486x02PE20585.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20586	1	good	no_comments_made	1	26	1710012	1001	812925	105610	394579	395897	1	0.0321146	0.901842	0.1	bam/HG03486x02PE20586.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20587	0.5	OK	lowish_Q	1	17	1078238	730	480089	69478	263497	264444	1	0.0321146	0.60236	0.1	bam/HG03486x02PE20587.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20588	0	under_BrdU	incompl_BrdU	0	20	1275825	716	576511	73751	311816	313031	1	0.0321146	0.713164	0.1	bam/HG03486x02PE20588.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20589	1	good	no_comments_made	1	13	768319	532	314467	52222	200200	200898	1	0.0321146	0.45675	0.1	bam/HG03486x02PE20589.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20590	1	good	no_comments_made	1	20	1217423	848	508719	85333	310732	311791	1	0.0321146	0.709227	0.1	bam/HG03486x02PE20590.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20591	1	good	no_comments_made	1	29	1803330	1090	818269	114231	434153	435587	1	0.0321146	0.992173	0.1	bam/HG03486x02PE20591.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20592	1	OK	just_ok	1	12	859717	613	398299	54275	202940	203590	1	0.0321146	0.463019	0.1	bam/HG03486x02PE20592.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20593	0	over_BrdU	2x_BrdU	0	25	1504312	778	693393	90948	358916	360277	1	0.0321146	0.823501	0.1	bam/HG03486x02PE20593.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20594	1	good	no_comments_made	1	37	2439749	1595	1169103	158721	554178	556152	1	0.0321146	1.26571	0.1	bam/HG03486x02PE20594.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20595	1	good	no_comments_made	1	13	868695	475	402943	54194	205145	205938	1	0.0321146	0.469071	0.1	bam/HG03486x02PE20595.sort.mdup.bam
H5YMMAFX2_HG03486_20s001764-1-1	HG03486x02PE20596	1	good	no_comments_made	1	39	2327387	1482	1008716	155210	579910	582069	1	0.0321146	1.32477	0.1	bam/HG03486x02PE20596.sort.mdup.bam
